0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44
372.82382319465665,59.44250457088895,-27.28498821346858,866.0180505562564,893.3030387697249,2.1560900396654374,38.46123656460995,1009.2676826870565,18467.696486660738,894777.175667176,0.0,351.0,351.0,866.0180505562564,-27.28498821346858,344.9867500313208,39.96075697365613,-27.28498821346858,383.858669797702,411.1436580111706,-5.31436396997897,38.54250874145046,837.6836133188696,16993.199041739335,827968.20007517,0.0,307.0,308.0,383.858669797702,-27.28498821346858,399.0599278714945,49.07290023292925,370.4030591718818,866.0180505562564,495.6149913843746,6.114771949643634,46.91810524256091,990.3519747506107,19672.21249209869,957743.8268915869,0.0,314.0,313.0,866.0180505562564,370.4030591718818
375.1498995871017,77.3441047545186,295.2758998443861,1069.7210447527,774.4451449083139,6.277170200471251,46.26874831591384,1180.9882874892671,18727.845715564566,900359.759009044,0.0,355.0,356.0,1069.7210447527,295.2758998443861,345.01961037671487,20.21073150707351,294.1545989589011,407.0322214310588,112.87762247215773,0.1359061300183395,0.08124741703476435,579.3711479870362,16921.499389327262,828047.0649041157,0.0,446.0,446.0,407.0322214310588,294.1545989589011,410.76817795076715,74.88508953878758,342.3705370347565,1069.7210447527,727.3505077179434,5.824072670217549,41.30021968710816,1207.7117651810233,20419.434043518057,985843.6270818412,0.0,428.0,428.0,1069.7210447527,342.3705370347565
374.98217166298116,168.27284688920776,-151.3756195404764,1742.5015760437063,1893.8771955841828,5.247763369575272,36.70366449240504,1949.7715643703289,20040.56144431725,899957.2119911549,0.0,336.0,336.0,1742.5015760437063,-151.3756195404764,332.1807152379115,65.29980648304739,-151.3756195404764,454.1268586214293,605.5024781619056,-3.363438255610827,18.67554843381884,1077.1068924755498,16549.902183053746,797233.7165709876,0.0,420.0,421.0,454.1268586214293,-151.3756195404764,421.8014671914715,168.68999067828514,350.9671771568083,1742.5015760437063,1391.534398886898,5.8532947598129725,35.61947603050327,1959.493692262612,22168.786211738927,1012323.5212595315,0.0,406.0,406.0,1742.5015760437063,350.9671771568083
373.9641239007013,50.74231936097359,26.163687327983578,794.6285608470441,768.4648735190606,2.052328492461867,38.710235173376475,922.8528402655548,18465.25981644163,897513.8973616831,0.0,374.0,373.0,794.6285608470441,26.163687327983578,349.4395604365691,37.032863145784745,26.163687327983578,380.86853410307526,354.7048467750917,-4.657942336801671,29.60559160308081,815.4792071600663,17195.512440889757,838654.9450477657,0.0,320.0,320.0,380.86853410307526,26.163687327983578,398.23156684234243,41.36101365879414,368.90799132456846,794.6285608470441,425.72056952247567,6.261278554631412,48.43057775913835,902.8464932432977,19593.436209176132,955755.7604216218,0.0,322.0,322.0,794.6285608470441,368.90799132456846
373.03032944106684,29.345717368416416,141.2839115711113,652.2233483904478,510.9394368193365,2.2625540431896733,51.486635159556734,781.6997499656078,18314.465873914272,895272.7906585603,0.0,355.0,356.0,652.2233483904478,141.2839115711113,347.727240542693,32.317141702368524,123.34309740335117,377.8783984084485,254.53530100509732,-2.9782251983017534,11.561052592333278,766.2858385716125,17091.32884024519,834545.3773024632,0.0,317.0,318.0,377.8783984084485,123.34309740335117,394.96188460751495,29.182955009132023,370.7768261337101,652.2233483904478,281.4465222567377,4.1327845494480915,26.080038175133403,790.6931924115105,19385.72899452992,947908.5230580359,0.0,347.0,348.0,652.2233483904478,370.7768261337101
373.2869827548556,309.28793899229595,-2250.8246441302445,1037.2033190736347,3288.027963203879,-5.511162597815319,40.161182808505934,3246.4008679311873,23525.861580088374,895888.7586116535,0.0,335.0,334.0,1037.2033190736347,-2250.8246441302445,308.7173384729036,276.88697963238695,-2250.8246441302445,388.7176403014704,2639.542284431715,-7.365358718712055,56.31903856288883,3108.2262210254094,20076.693869058818,740921.6123349685,0.0,486.0,487.0,388.7176403014704,-2250.8246441302445,428.55310014819815,120.85348235764593,370.0292922100535,1037.2033190736347,667.1740268635813,3.1572128550222476,9.515112164898824,1421.6014598986926,21767.200704644067,1028527.4403556754,0.0,467.0,467.0,1037.2033190736347,370.0292922100535
373.81165812752215,48.061039971689695,-881.7162629530466,414.8813276294539,1296.5975905825005,-18.034234460635897,375.5427448176762,1837.0964422056375,18372.074543135685,897147.9795060531,0.0,358.0,359.0,414.8813276294539,-881.7162629530466,360.51131652709483,46.66425574459728,-881.7162629530466,377.8783984084485,1259.5946613614951,-18.862533118911912,400.9057412339812,1802.4138256159022,17717.26879237147,865227.1596650276,0.0,470.0,471.0,377.8783984084485,-881.7162629530466,386.45043220551327,6.320575035709642,371.8981270191952,414.8813276294539,42.98320061025868,1.3060753527915827,3.570650894541012,488.50601678232664,18928.356738001097,927481.0372932319,0.0,456.0,456.0,414.8813276294539,371.8981270191952
382.0686375230124,76.05356194653757,281.820289218566,676.891967871118,395.071678652552,2.4072670879354106,5.765761226515199,841.5608297330256,19066.12668378482,916964.7300552297,0.0,333.0,333.0,676.891967871118,281.820289218566,321.71913371257045,43.037805299667276,235.09941899002388,418.245230285909,183.1458112958851,0.021280927475909133,-0.5754968297299761,614.218875910689,15889.4878460177,772125.9209101691,0.0,419.0,418.0,418.245230285909,235.09941899002388,471.65341440649627,86.07803489697959,336.3902656455032,676.891967871118,340.50170222561485,0.559064687180644,-0.4956887867489863,927.7439859533275,23469.524547544712,1131968.1945755912,0.0,328.0,328.0,676.891967871118,336.3902656455032
383.83624377999223,57.47145285957875,292.2857641497594,628.3022628334342,336.01649868367474,1.933623192962501,4.989896790851505,775.5905629605845,18997.847539067818,921206.9850719813,0.0,268.0,267.0,628.3022628334342,292.2857641497594,342.94567094726995,31.268090215139043,267.24337770726083,435.4385105300124,168.1951328227516,0.5037672140144484,0.3293708820529062,624.6511515430366,16858.957114486544,823069.6102734478,0.0,376.0,376.0,435.4385105300124,267.24337770726083,448.34904433649956,62.30874522158348,365.9178556299418,628.3022628334342,262.38440720349234,0.984239797054714,0.25510054633593393,841.5999827850177,22159.645713807648,1076037.706407599,0.0,353.0,353.0,628.3022628334342,365.9178556299418
372.1384280284039,57.945565647595565,-57.18634515973552,889.1916021896134,946.3779473493489,2.3375310077459055,44.34173819280119,1131.1044631933912,18415.968026638056,893132.2272681695,0.0,360.0,361.0,889.1916021896134,-57.18634515973552,337.4232640862562,43.37285985554519,-62.79284958716058,398.8093482708354,461.602197857996,-4.584977427432911,32.95963025600395,943.2710147036148,16639.586343344992,809815.833807015,0.0,269.0,269.0,398.8093482708354,-62.79284958716058,407.67167440825347,49.97522357060595,348.3508084240099,889.1916021896134,540.8407937656034,6.194141441890974,49.86035472958235,1051.8031333720544,20093.746071214675,978412.0185798083,0.0,293.0,293.0,889.1916021896134,348.3508084240099
