ch0_mean,ch0_std_dev,ch0_min,ch0_max,ch0_range,ch0_skewness,ch0_kurtosis,ch0_fft_mean,ch0_fft_std_dev,ch0_fft_max,ch0_fft_peak_freq,ch0_num_peaks,ch0_num_valleys,ch0_max_peak_height,ch0_min_valley_depth,ch1_mean,ch1_std_dev,ch1_min,ch1_max,ch1_range,ch1_skewness,ch1_kurtosis,ch1_fft_mean,ch1_fft_std_dev,ch1_fft_max,ch1_fft_peak_freq,ch1_num_peaks,ch1_num_valleys,ch1_max_peak_height,ch1_min_valley_depth,ch2_mean,ch2_std_dev,ch2_min,ch2_max,ch2_range,ch2_skewness,ch2_kurtosis,ch2_fft_mean,ch2_fft_std_dev,ch2_fft_max,ch2_fft_peak_freq,ch2_num_peaks,ch2_num_valleys,ch2_max_peak_height,ch2_min_valley_depth
-0.19973009455176258,-0.5816603027447437,0.2766424956724044,-0.3389477016371405,-0.3621622013436309,0.2809168075955014,0.1382868059391153,-0.48896349683177165,-0.4770937403637953,-0.19973009455183274,0.0,0.5140333628023247,0.5147725046892181,-0.338880893609854,0.27642931105307267,0.5830369622811671,-0.49418836830522667,0.32104930038054413,-0.44980637524943906,-0.3375470448300561,-0.27239848751234147,0.032287142125106,-0.38365959965435537,-0.11408699507059533,0.583036962281167,0.0,-0.31497365967158064,-0.3072111894095824,-0.44980637524943906,0.3207416959721617,-0.7846327857096909,-0.5398833072825835,0.42552539509217546,-0.3389477016371405,-0.3729289861182647,0.4787474323806601,0.4026825530077902,-0.4438575739720752,-0.7056817953974001,-0.7846327857096834,0.0,-0.27992526990561867,-0.28859247944086125,-0.338880893609854,0.42486628514236385
-0.0005958885588702448,-0.2050533074847891,0.060484911350061496,0.053995628582378684,-0.015932568871416183,0.2621971763322865,0.08238787602194175,-0.21694688979663798,-0.3072324271119174,-0.0005958885589635109,0.0,0.6855251784580848,0.6773089653235312,0.054052133668273376,0.060289495441222,0.49506876902308106,-0.24551136199831172,0.10704231487944083,-0.3481349686154369,-0.11982506954158367,-0.7763368317404254,0.3712407525820011,-0.18151077795386053,-0.08173702184692934,0.49506876902307756,0.0,-0.298811015076432,-0.29913189127676276,-0.3481349686154369,0.10675585274791165,-0.5455539938439775,-0.13966535159936894,0.3541065070650606,0.053995628582378684,0.024813727206118838,0.9154605202746634,0.8550437972463643,-0.06476573066429644,-0.46591230117489835,-0.5455539938439729,0.0,-0.2054968097413971,-0.21414858412416735,0.054052133668273376,0.3534479387547979
0.4252475269463774,-0.4074857933910887,0.572744075466344,-0.07225515497507577,-0.4389947366724266,1.3240696709792574,0.3257883817089251,-0.35400570328508657,-0.3681724551771759,0.42524752694629986,0.0,0.5501369029403794,0.5599215215320829,-0.07219533960415107,0.572506550534068,0.5848253126788399,-0.7330152504308676,0.613185820270939,0.12325064396040952,-0.6085956193701515,1.2748695680013464,-0.6307756857039352,-0.6060280790768576,-0.15698467919496134,0.5848253126788394,0.0,0.8083301396912514,0.8077319529195263,0.12325064396040952,0.6128493549766934,-0.20776830235182908,-0.17400510148832696,-0.020842655077297517,-0.07225515497507577,-0.07035170727026732,0.3804517742120477,0.21227494742753344,-0.1670553073648996,-0.2922337717929602,-0.20776830235182267,0.0,0.6628352255078543,0.6626350718280052,-0.07219533960415107,-0.02149837977992846
0.11154524866762067,-0.33765576339744213,0.4694687851790023,-0.0008109131169812345,-0.33099428606874204,1.2001642448752605,0.23426173275671022,-0.3183716250746627,-0.3616937443606659,0.11154524866754935,0.0,0.39669685735364674,0.4064148642663426,-0.0007529710081277843,0.46923974974173943,0.6422559396676445,-0.6484955341202128,0.5119571191926394,-0.08009216930760181,-0.5148494958450057,0.5841325421652831,-0.47337735550908494,-0.5717068515800149,-0.11292274506817593,0.6422559396676425,0.0,0.6871103052276365,0.6784631827944122,-0.08009216930760181,0.5116306545309371,-0.3121916696571908,-0.03576988318057008,0.0862856769633766,-0.0008109131169812345,-0.007884140024228993,0.3620794120064931,0.11659934648892788,-0.1456189860610383,-0.2986750054136188,-0.31219166965718714,0.0,0.8116921458362975,0.811522862461393,-0.0007529710081277843,0.08562913980142231
-0.7752066095801319,-0.3413678631662366,0.38437818055687367,-0.09867973758012433,-0.31939692224552757,0.8830634090267863,-0.020890851579023238,-0.3311462166453584,-0.4291452321145632,-0.7752066095802252,0.0,0.5230592478368384,0.523802308057791,-0.09861922935884453,0.3841561397865982,0.5638312655933508,-0.5618809367182184,0.4277130995033162,0.25265061604005284,-0.41838609337710214,0.25833079226263606,-0.3028237248149036,-0.44897154430384195,-0.13984368144542308,0.5638312655933526,0.0,0.7194355944179338,0.7188596734585103,0.25265061604005284,0.42739495751567674,-0.6981414787609055,-0.1656012620394495,0.05652780695207859,-0.09867973758012433,-0.10304957450061544,0.571355309647307,0.31293642626042323,-0.2434507460902069,-0.5530877298343432,-0.6981414787608996,0.0,0.9853585528861478,0.9934968287910892,-0.09861922935884453,0.055871495473269674
0.1297891053208798,-0.2753014149007679,0.42349241010091665,0.059378413927851655,-0.2689000672652814,1.078151143577142,0.17732259755887933,-0.23412903281710312,-0.33330741099907035,0.1297891053208209,0.0,0.4779298226642699,0.4786532912149263,0.0594347778775629,0.4232671540401712,0.5723577134609338,-0.5336560574338778,0.43688482745336354,-0.20949214138724653,-0.44453990320114645,0.24354462039335598,-0.3380158944376006,-0.49625998690281536,-0.12682777376723867,0.5723577134609334,0.0,1.0426884863209072,1.0420315987712954,-0.20949214138724653,0.4365657793681446,-0.37779676852271094,-0.09031177495244412,0.09223725096563512,0.059378413927851655,0.0516552600071511,0.7511587900300063,0.6244726944761995,-0.02662286679292113,-0.3581118316260713,-0.37779676852270466,0.0,0.6711050544149901,0.6791781596761595,0.0594347778775629,0.09158066866705175
0.3801818535161594,0.47720992570654186,0.16273087980729675,0.8085642651932116,0.28463244354689154,1.063499955920386,0.09607777141382058,0.25019258079947276,0.1814454885811328,0.3801818535161006,0.0,0.3786450872846194,0.37932545416062374,0.808600985552299,0.1625270590163514,-0.11390268155921081,-0.18777629807298044,0.20827101595774053,1.2878503926772036,-0.1609239135507961,0.2814465478967366,-0.3102144407229616,-0.17755189031084054,-0.3793101583284418,-0.11390268155921264,0.0,0.5982157599543189,0.6057494995990356,1.2878503926772036,0.20797455319366806,0.33584091802554694,1.1556445658429693,0.11604354697467463,0.8085642651932116,0.7968738161376223,0.3903327912393866,0.01973688539465575,0.7903202081268462,0.6757069884343078,0.33584091802555016,0.0,0.48089898955086835,0.48066110549830904,0.808600985552299,0.11538678412957495
0.04296341138618672,-0.2128913408718931,0.45471517228081065,0.05791038156090456,-0.2916115714190763,0.9729856318613532,-0.020099532588547162,-0.2361274353110404,-0.30747252800119806,0.042963411386106466,0.0,0.1891015015598319,0.19872938678916466,0.0579667840023022,0.45448734962854964,0.2691857052865669,-0.554744429007477,0.4698351093479779,-0.08009216930760181,-0.47273167223225904,0.6927579704935336,-0.519262026668038,-0.4789304826431027,-0.2952086800743203,0.2691857052865612,0.0,0.5497278261688728,0.5572737108021177,-0.08009216930760181,0.4695128060233069,-0.042880820536493204,0.08886686035836673,0.3303002110560211,0.05791038156090456,0.030670061635435304,0.26913028100471525,-0.06386975169670327,-0.012833411971233066,-0.10665483957214662,-0.042880820536485446,0.0,0.646295567693583,0.6378204400557739,0.0579667840023022,0.3296418232922747
0.17778383830550468,0.3123683072912659,0.4979466891452793,0.7346733027235388,0.012094393701352091,1.311504505251973,0.25740981983421785,0.18038776626626318,0.03378035193214081,0.1777838383054317,0.0,0.6494216383200301,0.6411897518492394,0.7347119604975082,0.49771531275091974,0.21845079779615822,-0.4893418168087544,0.5075411020315055,1.4449789302024854,-0.4543900393686436,1.1772123268765775,-0.586922467315896,-0.4513535648544041,-0.30571404198175833,0.21845079779615711,0.0,0.8002488173936771,0.8077319529195263,1.4449789302024854,0.5072150736390081,0.12144652417742131,0.9630966814655937,-0.01489108107503719,0.7346733027235388,0.7339182210224746,0.4135754353224695,0.08555460246264299,0.6697567014370319,0.4367817518479779,0.12144652417742494,0.0,0.5884067653436328,0.5799196325872342,0.7347119604975082,-0.015546850914297207
0.10664953484093888,-0.666309187463366,0.3257068362408092,-0.43241242899944204,-0.44286052461349806,0.2546520539748466,0.14426664087185392,-0.556878214907236,-0.47811394424046816,0.10664953484086287,0.0,0.7216287185961395,0.713428178797823,-0.43234317033478836,0.32548961840623875,0.8253711545574218,-0.5295938798215835,0.36962548915301674,-0.5237492164378085,-0.3888356848746105,-0.08604804884988689,-0.12178314433425849,-0.40277427934149257,0.006956496758385896,0.8253711545574184,0.0,-0.20991646980311435,-0.21025961181574687,-0.5237492164378085,0.3693130857833803,-0.8254460630039248,-0.6491964379744064,0.40171909908313685,-0.43241242899944204,-0.46419019764177355,0.5282864721462684,0.4539449483600655,-0.5552936200494708,-0.7492698027552824,-0.8254460630039191,0.0,-0.21376663864853285,-0.21414858412416735,-0.43234317033478836,0.4010601696798416
