ch0_mean,ch0_std_dev,ch0_min,ch0_max,ch0_range,ch0_skewness,ch0_kurtosis,ch0_fft_mean,ch0_fft_std_dev,ch0_fft_max,ch0_fft_peak_freq,ch0_num_peaks,ch0_num_valleys,ch0_max_peak_height,ch0_min_valley_depth,ch1_mean,ch1_std_dev,ch1_min,ch1_max,ch1_range,ch1_skewness,ch1_kurtosis,ch1_fft_mean,ch1_fft_std_dev,ch1_fft_max,ch1_fft_peak_freq,ch1_num_peaks,ch1_num_valleys,ch1_max_peak_height,ch1_min_valley_depth,ch2_mean,ch2_std_dev,ch2_min,ch2_max,ch2_range,ch2_skewness,ch2_kurtosis,ch2_fft_mean,ch2_fft_std_dev,ch2_fft_max,ch2_fft_peak_freq,ch2_num_peaks,ch2_num_valleys,ch2_max_peak_height,ch2_min_valley_depth,id
373.5649719327155,98.15005070103302,-262.75817416532084,1166.1529209044108,1428.9110950697318,2.082136256165104,36.13362118099611,1355.3822348648825,18873.395791322415,896555.932638517,0,370,369,1166.1529209044108,-262.75817416532084,343.3703636576474,60.525348211468895,-262.75817416532084,387.9701063778136,650.7282805431344,-7.0894927719993905,58.20366729458548,1072.5080840936423,17047.269136268267,824088.8727783536,0,309,309,387.9701063778136,-262.75817416532084,403.9123574534309,77.30771026560959,365.9178556299418,1166.1529209044108,800.235065274469,7.406305902740104,60.26480792342287,1288.0349548260403,20105.54612348009,969389.6578882341,0,323,322,1166.1529209044108,365.9178556299418,2_1
373.9823450400904,84.52121283075785,182.77204433405672,1124.2910211796373,941.5189768455805,5.7876693696179276,42.45760494648866,1226.3291700055963,18743.319565513346,897557.628096217,0,338,339,1124.2910211796373,182.77204433405672,346.07487909894354,27.200173125649812,182.77204433405672,398.8093482708354,216.0373039367787,-2.297223246278062,9.21120924806,619.2401119289959,16995.144981763795,830579.7098374645,0,431,430,398.8093482708354,182.77204433405672,408.6487635409664,84.63738843822776,349.09834234766663,1124.2910211796373,775.1926788319706,5.769738302311407,38.47735673011509,1224.5446992581806,20407.792849693684,980757.0324983193,0,446,446,1124.2910211796373,349.09834234766663,5_1
370.6819827671462,84.13968440763037,90.07783780062915,1049.5376288139698,959.4597910133407,4.534930668071228,31.83312463266747,1210.0747505091613,18582.21742191003,889636.7586411508,0,352,352,1049.5376288139698,90.07783780062915,344.6338517248612,34.362853010099606,90.07783780062915,412.2649588966555,322.1871210960264,-3.4448637793411385,19.104250276214422,761.8145446368363,16950.149038037318,827121.244139667,0,435,435,412.2649588966555,90.07783780062915,400.8153867022149,75.47796851139424,347.22950753852496,1049.5376288139698,702.3081212754448,6.388650203191866,44.27018859251223,1147.7220232085067,19947.99461681022,961956.9280853157,0,467,468,1049.5376288139698,347.22950753852496,6_1
374.0502460381559,90.92997276147584,132.68727144905958,1170.2643574845226,1037.577086035463,5.305644357974848,40.08667571380898,1333.5196368352867,18811.11790926933,897720.5904915743,0,347,347,1170.2643574845226,132.68727144905958,344.7905223763609,36.69693734640012,100.16954576999426,393.57661080523866,293.4070650352444,-3.4969482453426055,17.062912448751867,706.8823248313722,16971.903966663485,827497.2537032663,0,475,475,393.57661080523866,100.16954576999426,407.3172187394529,80.78953520942156,349.4721093094949,1170.2643574845226,820.7922481750277,6.920400467236013,53.46191754617193,1317.9867503771356,20300.373113818,977561.3249746871,0,429,430,1170.2643574845226,349.4721093094949,7_1
373.7270933524085,97.34446014451264,166.70006497543824,1169.1430565990377,1002.4429916235995,4.890177441144376,31.866074928107956,1330.976864936912,18872.822330762356,896945.0240457803,0,315,316,1169.1430565990377,166.70006497543824,339.2198372827778,34.953013580698425,136.42494106734296,398.8093482708354,262.38440720349246,-1.914588885019754,6.549647999018923,727.0129970378392,16690.470301851958,814127.6094786666,0,414,415,398.8093482708354,136.42494106734296,414.1147938852376,93.43033419926017,364.4227877826284,1169.1430565990377,804.7202688164093,5.494850826008556,33.15270209348451,1328.8149601563762,20754.82947348256,993875.5053245703,0,426,425,1169.1430565990377,364.4227877826284,9_1
374.228875498663,151.33047824156048,213.79470216580867,1686.0627648076277,1472.268062641819,6.227530251223564,43.4214846426237,1860.9517588983142,19687.875820296234,898149.3011967912,0,366,365,1686.0627648076277,213.79470216580867,338.2876001854842,40.36154734795778,177.91307383028834,460.480896972511,282.56782314222266,-0.20809266156392917,2.624973322860868,759.0474905899464,16672.911526533397,811890.2404451622,0,445,446,460.480896972511,177.91307383028834,417.45004107461915,155.10601009873088,342.7443039965849,1686.0627648076277,1343.3184608110428,5.922032484477465,37.56139636967412,1864.8208455808922,21736.978400931534,1001880.0985790859,0,419,418,1686.0627648076277,342.7443039965849,10_1
372.76993845765975,109.43064067122265,-337.8853334928165,1257.7258265523535,1595.61116004517,2.101182731391543,36.48946750609289,1472.2204980412614,18975.524971136034,894647.8522983835,0,387,388,1257.7258265523535,-337.8853334928165,342.94380211246073,67.06496234907877,-337.8853334928165,378.9996992939336,716.8850327867501,-7.350879015152601,61.5447152148093,1165.0491859619158,17079.29289495473,823065.1250699059,0,333,333,378.9996992939336,-337.8853334928165,404.0422414726662,85.46936186796655,368.5342243627401,1257.7258265523535,889.1916021896134,7.5748057751601605,62.58941570729414,1382.2735878798812,20184.68892596432,969701.3795343989,0,346,347,1257.7258265523535,368.5342243627401,12_1
373.991533477902,47.603631914121266,53.074908579623845,782.6680180685373,729.5931094889135,2.0685843258840655,40.73190778557662,927.0240978551186,18446.31348657392,897579.6803469649,0,369,369,782.6680180685373,53.074908579623845,351.52533581980526,31.97775495588483,53.074908579623845,376.0095635993068,322.9346550196829,-5.554020554430383,41.573380546883506,777.7477273567466,17274.7631230411,843660.8059675327,0,339,340,376.0095635993068,53.074908579623845,395.5650510421654,38.65467717545107,373.3931948665085,782.6680180685373,409.2748232020288,6.543218398019887,52.93852799285695,902.615217140433,19450.023922511173,949356.122501197,0,343,344,782.6680180685373,373.3931948665085,21_1
373.9169358217705,79.0165437787619,-179.4081416776017,1092.1470624624003,1271.555204140002,2.672200232886564,46.29237644595878,1297.1914003107854,18677.667634776,897400.6459722491,0,378,378,1092.1470624624003,-179.4081416776017,343.2523155922032,51.82492582603889,-179.4081416776017,377.5046314466202,556.9127731242219,-6.068758456360316,48.79599144385657,1032.8933042205654,16975.04850223344,823805.5574212878,0,311,312,377.5046314466202,-179.4081416776017,404.55632678141427,64.54678354933488,370.7768261337101,1092.1470624624003,721.3702363286902,7.38971236762025,64.97471993794063,1249.3728066307585,20030.879379675167,970935.1842753942,0,317,317,1092.1470624624003,370.7768261337101,22_1
356.3235691922765,254.0895999832361,-1961.529015675112,1255.4832247813831,3217.0122404564954,-6.241110789666352,49.6117821552232,2899.4153781957716,21242.895667503417,855176.5660614637,0,360,360,1255.4832247813831,-1961.529015675112,320.8599369090676,235.24492467525695,-1961.529015675112,376.75709752296353,2338.286113198076,-7.786807940281572,62.56583093433663,2823.7575425040723,19285.36881208578,770063.8485817622,0,486,487,376.75709752296353,-1961.529015675112,413.4125792057026,85.75838152491937,371.8981270191952,1255.4832247813831,883.5850977621878,6.2844070690187115,47.825232434056325,1516.1439879927514,20628.524255534066,992190.1900936863,0,475,474,1255.4832247813831,371.8981270191952,23_1
